Time,200,206,301,302,304,404,405
6/3/2025 13:00,230542,362,0,52118,4020,159,11
6/3/2025 14:00,219126,333,0,51610,2775,141,9
6/3/2025 15:00,188659,166,0,45049,2590,145,0
6/3/2025 16:00,141395,146,1,34824,2126,178,2
6/3/2025 17:00,84799,106,0,22596,1554,99,1
6/3/2025 18:00,71458,128,0,18315,1082,123,1
6/3/2025 19:00,64356,87,0,17701,1055,121,2
6/3/2025 20:00,54644,134,0,14300,1255,110,3
6/3/2025 21:00,54725,75,0,13309,850,119,2
