Time,Android,iOS,Windows
6/3/2025 13:00,6045.04177,27662.534,4406.459972
6/3/2025 14:00,3925.249819,15746.9105,3244.468007
6/3/2025 15:00,5908.718747,17087.61895,2662.113971
6/3/2025 16:00,3448.32108,18761.13701,5641.794057
6/3/2025 17:00,3138.42292,16085.92133,4631.193168
6/3/2025 18:00,2327.842412,15541.58529,2171.974504
6/3/2025 19:00,2335.423929,16111.98708,3736.628205
6/3/2025 20:00,2865.947526,19148.07882,1391.522099
6/3/2025 21:00,3172.229356,14642.89066,1554.405405
